"frame","x1","x2","y1","y2","confidence","objectId","cls","cls_conf"
232,1098.9,1286.5,387.8,644.7,0.96,40,car,0.96
232,855.1,891.3,478.0,514.5,0.84,40,car,1.0
232,1004.1,1031.6,457.7,494.7,0.83,40,car,0.99
232,806.5,883.5,478.2,527.6,0.81,40,car,0.97
233,123.2,370.6,487.8,626.8,1.0,40,car,1.0
233,1039.4,1114.4,448.4,513.9,0.98,40,car,0.98
233,808.2,888.0,478.8,528.4,0.96,40,car,0.98
233,1097.1,1286.6,386.8,673.8,0.96,40,car,0.97
233,955.1,1025.4,452.9,507.1,0.83,41,car,0.75
234,116.7,390.3,490.7,625.8,1.0,41,car,0.99
234,1033.5,1115.9,450.2,513.1,0.99,41,car,0.98
234,811.5,889.5,478.6,528.5,0.97,41,car,0.98
234,1098.9,1284.4,382.8,678.7,0.92,41,car,0.96
234,959.0,1025.1,453.0,507.9,0.83,41,car,0.85
235,123.2,413.9,490.8,623.7,1.0,41,car,1.0
235,814.5,892.7,478.7,528.7,0.98,41,car,0.99
235,1038.9,1119.8,448.9,510.1,0.98,41,car,0.98
235,1098.9,1284.7,377.6,685.1,0.92,41,car,0.95
236,119.1,429.8,487.7,626.6,1.0,41,car,1.0
236,816.3,893.2,479.4,527.6,0.99,41,car,0.99
236,1038.9,1120.5,448.9,509.4,0.98,41,car,0.99
236,1104.4,1286.4,364.5,663.7,0.95,41,car,0.96
236,961.9,1019.3,454.4,507.2,0.83,41,car,0.87
237,120.4,464.3,490.4,627.9,1.0,41,car,1.0
237,821.3,889.2,478.1,528.1,0.99,41,car,0.99
237,1045.1,1120.0,447.6,510.5,0.93,41,car,0.99
237,960.2,1023.4,455.3,508.3,0.9,41,car,0.95
237,1119.2,1285.7,416.3,598.2,0.82,41,car,0.99
238,125.2,466.8,488.4,627.6,1.0,41,car,1.0
238,821.4,888.7,479.1,528.5,0.97,41,car,0.99
238,1053.4,1122.3,443.7,508.6,0.96,41,car,0.99
238,1025.7,1059.7,455.4,491.1,0.93,41,car,1.0
238,966.7,1022.3,453.7,507.2,0.9,41,car,0.95
239,125.9,484.5,490.9,628.0,1.0,41,car,1.0
239,1054.6,1122.3,443.0,508.5,0.97,41,car,0.98
239,1029.3,1058.5,454.7,490.3,0.93,41,car,1.0
239,914.8,946.1,472.9,499.8,0.88,42,car,1.0
239,824.0,890.1,477.3,525.4,0.86,42,car,0.98
239,855.4,900.0,473.0,517.8,0.82,42,car,1.0
239,968.8,1022.1,454.4,510.4,0.93,42,car,0.87
240,154.6,511.0,492.8,626.9,1.0,42,car,1.0
240,1030.7,1061.8,455.5,490.2,0.95,42,car,1.0
240,1056.1,1124.4,444.4,507.8,0.95,42,car,0.99
240,913.2,946.1,471.3,500.8,0.94,42,car,1.0
240,970.7,1023.4,455.2,510.1,0.95,42,car,0.93
240,828.9,892.5,476.8,524.4,0.9,43,car,0.98
241,154.0,525.9,492.5,628.1,1.0,43,car,1.0
241,910.3,944.4,471.5,500.8,0.97,43,car,0.99
241,1056.1,1125.1,445.6,507.2,0.97,43,car,0.99
241,1030.3,1059.9,455.6,488.6,0.96,43,car,1.0
241,833.0,898.6,475.5,522.6,0.92,43,car,0.97
241,972.7,1025.2,454.9,509.6,0.94,43,car,0.93
242,174.9,532.9,491.3,628.1,1.0,43,car,1.0
242,1056.5,1126.2,444.9,507.0,0.98,44,car,0.99
242,908.4,944.6,472.8,501.0,0.97,44,car,1.0
242,1028.2,1062.5,454.8,489.5,0.94,44,car,1.0
242,971.0,1027.2,455.3,510.0,0.92,44,car,0.95
242,841.3,897.5,475.5,519.8,0.8,44,car,0.98
243,193.4,552.5,492.4,627.3,1.0,44,car,1.0
243,906.9,945.2,471.9,500.5,0.97,44,car,1.0
243,1057.9,1126.8,445.2,506.7,0.96,45,car,1.0
243,1030.0,1063.9,456.4,489.7,0.95,45,car,1.0
243,838.4,900.0,475.1,521.0,0.95,45,car,0.97
243,974.3,1030.5,454.7,507.3,0.94,45,car,0.91
243,1158.7,1282.0,410.6,583.2,0.82,46,car,0.98
244,207.5,572.9,491.2,631.0,1.0,46,car,1.0
244,1059.1,1128.2,446.0,508.6,0.99,47,car,1.0
244,907.5,946.2,473.3,501.9,0.97,47,car,1.0
244,1033.4,1061.8,455.5,489.9,0.95,47,car,1.0
244,840.3,904.1,477.5,521.6,0.93,47,car,0.99
244,976.1,1032.5,456.1,509.4,0.97,47,car,0.95
244,1154.4,1279.1,435.4,607.0,0.9,47,car,0.99
245,210.9,583.3,493.8,631.6,1.0,47,car,1.0
245,1060.2,1129.0,445.9,506.8,0.98,48,car,1.0
245,1030.3,1063.4,454.3,490.7,0.97,48,car,1.0
245,910.4,946.5,474.0,501.9,0.96,49,car,1.0
245,976.7,1033.4,456.6,508.5,0.97,49,car,0.97
245,849.1,896.5,478.3,520.2,0.93,49,car,0.99
246,242.1,614.7,496.9,626.6,1.0,49,car,1.0
246,1061.7,1131.4,445.6,506.6,0.98,50,car,0.99
246,907.1,947.1,474.8,503.0,0.98,50,car,1.0
246,849.9,899.1,478.4,521.6,0.96,50,car,0.99
246,976.6,1036.0,454.3,507.6,0.98,50,car,0.97
246,1033.0,1062.5,455.3,491.2,0.94,50,car,1.0
246,1156.8,1279.8,429.2,612.5,0.87,50,car,0.98
247,248.0,623.2,495.2,627.3,1.0,50,car,1.0
247,1064.8,1132.7,445.2,506.8,0.98,50,car,0.99
247,852.5,897.7,479.1,521.4,0.98,50,car,0.99
247,1033.8,1061.5,455.6,490.2,0.92,50,car,1.0
247,910.6,944.8,474.9,500.3,0.92,50,car,1.0
247,977.1,1034.8,453.6,507.4,0.95,50,car,0.86
248,262.6,629.5,496.1,626.6,1.0,50,car,1.0
248,851.7,903.3,479.3,522.4,0.98,51,car,0.99
248,1066.1,1133.0,444.7,506.9,0.98,52,car,0.99
248,1162.6,1284.0,415.7,598.6,0.97,52,car,0.99
248,909.8,944.1,475.5,501.4,0.94,52,car,1.0
248,1036.6,1062.4,455.7,488.7,0.91,52,car,1.0
248,980.9,1038.7,453.4,506.2,0.89,52,car,0.91
249,284.8,629.6,495.7,627.7,1.0,52,car,1.0
249,852.7,904.4,480.1,523.9,0.98,52,car,1.0
249,1067.4,1134.2,443.7,506.0,0.98,53,car,0.99
249,908.3,946.0,474.8,502.3,0.97,53,car,1.0
249,980.2,1039.4,453.0,506.7,0.96,53,car,0.93
249,1166.0,1283.7,402.9,586.6,0.88,53,car,0.99
249,1037.5,1063.5,455.0,489.5,0.84,53,car,1.0
249,961.3,988.8,465.4,495.0,0.81,53,car,1.0
250,304.8,665.7,492.1,629.5,1.0,53,car,1.0
250,908.6,944.2,475.9,503.6,0.98,53,car,1.0
250,854.9,904.2,479.9,523.6,0.98,53,car,0.99
250,1067.1,1135.2,443.9,509.3,0.99,53,car,0.98
250,1038.0,1062.3,456.0,491.5,0.85,53,car,1.0
250,961.6,988.2,465.7,495.5,0.83,54,car,1.0
250,1169.4,1281.0,424.5,591.7,0.84,54,car,0.98
250,982.0,1038.6,452.4,508.2,0.97,54,car,0.72
251,315.4,666.6,491.6,627.5,1.0,54,car,1.0
251,1069.2,1139.7,443.0,506.1,0.99,55,car,0.99
251,910.6,944.4,475.8,503.3,0.97,55,car,1.0
251,856.2,904.9,478.8,522.0,0.97,55,car,1.0
251,1172.9,1278.3,437.4,593.1,0.87,55,car,0.98
251,1038.8,1065.0,456.8,489.2,0.85,55,car,1.0
251,962.4,989.8,465.2,495.5,0.84,56,car,1.0
251,988.4,1037.7,449.9,508.4,0.9,56,car,0.62
252,319.2,671.3,493.1,633.4,1.0,56,car,1.0
252,1069.3,1136.1,443.6,507.8,0.98,57,car,0.98
252,853.9,908.6,478.7,521.7,0.96,57,car,0.99
252,909.8,942.0,476.5,503.0,0.95,57,car,1.0
252,2.8,165.0,483.2,606.6,0.86,58,car,0.99
252,1172.5,1278.9,440.4,596.4,0.85,58,car,0.96
252,1037.2,1063.6,455.9,490.8,0.8,58,car,1.0
253,337.4,696.7,492.6,628.9,1.0,58,car,1.0
253,856.4,907.1,481.8,518.9,0.94,58,car,1.0
253,908.1,939.2,477.1,502.4,0.92,58,car,1.0
253,1073.7,1140.7,443.3,504.5,0.96,58,car,0.96
253,3.1,171.6,484.7,607.9,0.86,58,car,1.0
253,1047.3,1077.6,456.9,489.7,0.81,58,car,1.0
253,989.5,1041.9,452.4,506.9,0.94,58,car,0.74
254,358.6,711.1,491.4,628.5,1.0,58,car,1.0
254,1074.3,1141.4,442.6,504.4,0.94,59,car,0.97
254,855.7,907.2,481.3,518.6,0.92,59,car,1.0
254,909.0,940.0,477.6,503.2,0.9,59,car,1.0
254,4.0,173.1,486.5,605.6,0.85,59,car,0.99
254,992.3,1042.6,451.9,507.7,0.88,59,car,0.81
255,370.6,714.7,489.7,627.9,1.0,59,car,1.0
255,871.7,910.5,479.1,517.5,0.93,59,car,1.0
255,1076.6,1141.3,443.3,505.7,0.94,59,car,0.99
255,911.9,940.8,478.4,502.5,0.88,59,car,1.0
255,1047.6,1078.0,456.7,488.3,0.82,59,car,1.0
255,-0.5,213.0,491.3,596.7,0.83,59,car,0.99
255,994.3,1042.2,451.0,508.0,0.84,59,car,0.87
256,382.4,724.7,489.4,629.4,1.0,59,car,1.0
256,871.4,911.7,478.5,518.4,0.97,59,car,1.0
256,0.5,220.2,487.2,602.4,0.96,59,car,1.0
256,1075.9,1142.0,442.8,506.7,0.92,60,car,0.98
256,1051.6,1078.6,458.8,487.0,0.89,60,car,1.0
257,413.1,750.1,490.2,630.8,1.0,60,car,1.0
257,3.4,233.2,488.9,600.8,0.99,60,car,1.0
257,870.5,913.0,478.8,518.4,0.96,60,car,1.0
257,1077.1,1142.4,443.1,507.5,0.97,60,car,0.98
257,1050.9,1080.4,458.6,489.4,0.91,60,car,1.0
257,913.1,938.6,479.0,502.6,0.8,60,car,1.0
257,994.5,1047.9,452.9,507.5,0.88,60,car,0.89
258,418.9,759.8,487.5,628.5,1.0,60,car,1.0
258,6.0,247.4,492.8,599.8,0.98,60,car,0.99
258,1053.3,1080.3,458.9,489.0,0.95,60,car,1.0
258,1079.2,1145.7,445.1,505.7,0.96,60,car,0.98
258,862.5,910.4,479.7,517.1,0.88,60,car,1.0
258,911.8,937.3,478.4,502.3,0.81,60,car,1.0
258,996.4,1046.7,453.0,507.7,0.91,61,car,0.88
259,427.4,757.1,486.4,628.6,1.0,61,car,1.0
259,5.7,257.4,489.4,604.1,0.98,61,car,0.99
259,1077.1,1143.1,444.5,508.2,0.97,61,car,0.98
259,1051.9,1080.6,457.5,490.0,0.95,61,car,1.0
259,874.7,913.1,478.8,515.7,0.9,61,car,1.0
259,913.9,940.3,479.6,502.4,0.89,61,car,1.0
259,677.5,717.0,456.6,504.7,0.82,62,stop sign,0.94
259,996.1,1044.9,453.0,508.2,0.83,62,car,0.91
260,451.2,771.9,483.3,633.0,1.0,62,car,1.0
260,42.3,261.6,488.6,604.5,0.96,62,car,0.99
260,1079.4,1146.7,445.6,506.2,0.97,63,car,0.98
260,1052.0,1080.8,458.9,488.9,0.9,63,car,1.0
260,873.5,916.5,478.9,516.7,0.88,63,car,1.0
260,675.0,716.9,455.0,505.3,0.87,63,stop sign,0.98
260,997.4,1047.6,453.8,508.0,0.84,63,car,0.91
261,470.5,786.2,487.0,629.0,1.0,63,car,1.0
261,99.0,274.4,493.0,606.2,0.97,63,car,0.99
261,875.0,914.4,480.0,517.2,0.96,63,car,0.99
261,1054.3,1081.0,459.9,488.6,0.95,63,car,1.0
261,1080.5,1147.7,444.7,506.5,0.96,63,car,0.98
261,960.9,993.6,474.6,497.7,0.88,64,car,1.0
261,675.4,714.9,456.4,500.9,0.84,64,stop sign,0.89
262,479.7,799.0,486.5,626.4,1.0,64,car,1.0
262,92.1,283.3,493.1,606.5,0.99,64,car,1.0
262,874.9,915.2,480.3,517.0,0.96,64,car,0.99
262,1051.9,1082.0,457.3,490.1,0.95,64,car,1.0
262,1080.9,1149.1,446.3,508.7,0.96,64,car,0.98
262,959.7,991.9,474.0,497.7,0.87,64,car,1.0
262,996.8,1048.6,458.6,511.1,0.83,64,car,0.95
263,490.8,795.7,482.1,629.6,1.0,64,car,1.0
263,76.1,297.9,491.8,608.3,0.99,64,car,1.0
263,1052.1,1081.6,456.5,490.7,0.96,64,car,1.0
263,1083.6,1151.8,446.1,506.9,0.97,64,car,0.99
263,875.8,914.7,480.6,515.7,0.96,64,car,0.99
263,960.0,995.1,473.3,499.4,0.86,65,car,1.0
263,998.3,1050.4,451.9,509.1,0.82,65,car,0.86
264,501.3,808.0,483.4,631.4,1.0,65,car,1.0
264,63.2,312.4,494.9,610.0,1.0,65,car,1.0
264,1049.6,1081.6,457.0,490.5,0.97,65,car,1.0
264,876.7,914.2,480.8,515.9,0.95,65,car,0.99
264,957.4,995.6,472.6,499.6,0.92,66,car,1.0
264,1085.6,1153.7,445.8,504.6,0.93,66,car,0.98
264,1000.3,1050.8,453.1,508.3,0.85,66,car,0.9
265,534.3,819.6,486.8,619.1,1.0,66,car,1.0
265,97.8,315.4,494.4,612.4,1.0,66,car,1.0
265,955.3,997.5,472.2,500.7,0.97,66,car,1.0
265,1048.4,1082.6,456.6,490.9,0.97,66,car,1.0
265,876.8,915.3,482.1,515.3,0.94,66,car,0.99
265,1085.8,1153.3,443.9,503.7,0.93,66,car,0.98
265,999.6,1052.0,456.8,509.3,0.87,66,car,0.97
265,911.9,942.7,480.3,502.4,0.85,66,car,1.0
266,544.0,830.9,489.5,618.7,1.0,66,car,1.0
266,111.7,327.1,498.1,611.9,1.0,66,car,1.0
266,1048.8,1081.3,456.7,491.4,0.98,66,car,1.0
266,955.4,997.6,471.4,501.0,0.97,66,car,1.0
266,877.0,913.7,481.2,514.7,0.96,67,car,0.99
266,1086.2,1153.8,444.7,502.8,0.96,67,car,0.98
266,999.6,1050.7,455.8,509.9,0.86,67,car,0.96
267,551.3,826.6,488.3,619.8,1.0,67,car,1.0
267,113.5,346.0,498.3,614.2,1.0,67,car,1.0
267,1085.8,1153.4,446.3,504.5,0.98,67,car,0.98
267,956.3,994.8,472.4,500.1,0.96,67,car,1.0
267,877.4,913.2,482.4,514.1,0.96,67,car,0.99
267,1047.5,1081.0,456.2,493.6,0.92,67,car,1.0
267,914.7,942.7,481.2,502.5,0.88,67,car,1.0
267,996.7,1050.2,458.8,511.2,0.84,67,car,0.95
268,123.8,365.1,497.0,615.9,1.0,67,car,1.0
268,563.0,823.9,486.9,617.8,1.0,67,car,1.0
268,876.0,914.1,481.1,515.3,0.98,67,car,0.99
268,1047.7,1080.6,458.1,494.5,0.96,67,car,1.0
268,956.9,994.6,473.1,500.2,0.95,68,car,1.0
268,1085.7,1153.1,446.4,503.3,0.96,68,car,0.98
268,996.3,1050.9,458.6,511.1,0.94,68,car,0.92
269,574.0,846.2,490.7,617.2,1.0,68,car,1.0
269,124.8,368.0,497.6,617.3,1.0,68,car,0.99
269,1049.7,1082.3,458.8,493.4,0.98,68,car,1.0
269,876.0,910.2,484.7,517.2,0.96,68,car,0.99
269,957.8,994.5,476.2,500.6,0.93,69,car,1.0
269,1087.4,1153.7,447.4,503.2,0.9,69,car,0.98
269,915.6,942.1,483.5,503.9,0.87,69,car,1.0
269,998.3,1048.7,458.2,511.9,0.82,70,car,0.91
270,130.2,365.3,495.9,620.9,1.0,70,car,1.0
270,606.4,853.2,488.8,615.0,1.0,70,car,1.0
270,1048.9,1081.8,458.3,492.2,0.98,70,car,1.0
270,876.5,910.7,485.1,517.1,0.97,70,car,1.0
270,1086.4,1154.1,449.1,507.4,0.98,70,car,0.98
270,957.8,991.6,477.0,500.8,0.95,71,car,1.0
270,915.6,940.7,484.2,504.1,0.89,71,car,1.0
270,996.2,1051.7,460.3,511.6,0.88,72,car,0.91
271,608.7,855.8,488.3,615.5,1.0,72,car,1.0
271,137.6,393.2,497.9,617.7,1.0,72,car,0.99
271,954.2,993.2,476.6,503.4,0.98,72,car,0.99
271,878.8,908.9,485.6,516.8,0.97,73,car,1.0
271,1051.2,1080.9,460.4,492.4,0.94,73,car,1.0
271,1086.1,1152.9,448.9,505.7,0.93,73,car,0.99
271,913.8,938.3,486.2,505.7,0.91,73,car,1.0
271,998.2,1050.9,463.7,511.7,0.83,74,car,0.98
272,613.0,857.4,488.7,616.6,1.0,74,car,1.0
272,139.7,401.1,494.0,624.0,0.99,74,car,0.98
272,1051.6,1081.9,461.1,492.5,0.96,74,car,1.0
272,956.6,993.1,478.9,502.4,0.94,74,car,0.99
272,877.2,911.5,486.3,518.5,0.94,75,car,0.99
272,1087.6,1154.5,449.7,507.4,0.95,75,car,0.97
272,998.0,1051.3,460.2,512.2,0.91,75,car,0.89
273,618.0,859.9,490.9,615.6,1.0,75,car,0.99
273,1051.0,1082.0,460.8,495.7,0.97,75,car,1.0
273,164.1,407.2,499.5,625.6,0.97,75,car,0.99
273,877.9,914.0,489.0,518.4,0.96,75,car,1.0
273,1086.7,1153.0,449.8,507.5,0.95,75,car,0.98
273,953.9,989.9,480.5,503.5,0.91,76,car,1.0
273,998.8,1049.6,458.9,514.6,0.95,76,car,0.9
273,909.2,938.0,487.3,510.5,0.83,76,car,1.0
274,631.6,857.3,490.7,612.3,1.0,76,car,0.99
274,952.0,991.6,477.6,505.5,0.96,76,car,1.0
274,1049.8,1081.5,461.6,494.9,0.94,76,car,1.0
274,1087.6,1154.0,448.9,506.3,0.95,76,car,0.99
274,998.2,1047.7,462.9,514.3,0.93,76,car,0.96
274,912.0,941.4,487.8,510.2,0.88,77,car,1.0
274,173.4,403.4,501.7,651.4,0.98,77,car,0.89
274,876.1,910.6,488.2,518.3,0.87,77,car,0.99
275,645.8,871.6,490.8,613.7,1.0,77,car,1.0
275,952.2,990.8,478.4,504.9,0.97,77,car,1.0
275,1051.7,1080.5,462.0,492.9,0.94,77,car,1.0
275,1086.5,1152.7,451.7,512.6,0.94,77,car,0.99
275,156.0,376.8,548.1,702.3,0.97,78,motorbike,0.96
275,157.4,420.0,502.9,660.5,0.94,78,car,0.99
275,908.8,937.7,488.1,509.7,0.88,78,car,1.0
275,998.3,1046.9,462.9,515.1,0.93,79,car,0.93
276,653.5,875.0,489.1,615.7,1.0,79,car,1.0
276,952.2,991.9,478.1,504.7,0.95,79,car,1.0
276,1086.8,1152.9,451.3,512.5,0.97,79,car,0.99
276,229.2,314.3,487.5,671.4,0.95,80,person,1.0
276,1053.3,1079.2,464.1,492.4,0.92,80,car,1.0
276,998.4,1047.4,464.5,515.5,0.93,80,car,0.95
276,187.9,433.6,501.3,649.7,0.93,80,car,0.95
276,906.9,938.7,488.5,511.5,0.84,81,car,1.0
276,853.4,905.5,489.5,520.8,0.84,81,car,1.0
276,202.2,409.1,554.3,705.4,0.93,81,motorbike,0.89
276,172.7,396.5,554.9,708.7,0.98,82,bicycle,0.82
277,660.0,876.9,492.6,613.1,1.0,82,car,1.0
277,948.9,990.6,478.5,505.0,0.97,82,car,1.0
277,1088.3,1152.8,449.9,511.5,0.98,83,car,0.98
277,997.7,1049.1,463.8,515.0,0.96,83,car,0.95
277,856.4,904.6,488.8,521.6,0.9,83,car,1.0
277,160.8,455.7,503.7,658.9,0.97,83,car,0.92
277,244.1,329.1,490.6,666.4,0.88,83,person,1.0
277,201.3,399.9,559.2,699.7,0.98,83,bicycle,0.86
277,1053.5,1081.2,463.7,494.6,0.83,83,car,1.0
278,676.7,882.6,491.4,607.0,1.0,83,car,1.0
278,949.3,989.5,478.6,505.8,0.97,84,car,1.0
278,1087.8,1152.3,449.8,511.6,0.98,84,car,0.97
278,208.3,460.9,546.0,707.4,0.99,84,motorbike,0.94
278,997.5,1052.4,461.0,516.6,0.96,84,car,0.93
278,856.6,908.3,489.4,519.4,0.89,84,car,1.0
278,269.6,356.1,492.3,667.5,0.89,84,person,1.0
278,1055.4,1080.0,463.9,492.3,0.87,84,car,1.0
278,163.6,467.1,503.3,670.2,0.89,84,car,0.73
279,679.6,884.8,491.3,607.4,1.0,84,car,1.0
279,238.7,484.8,563.3,702.9,0.97,84,motorbike,0.98
279,1086.2,1152.7,450.5,507.5,0.95,84,car,0.98
279,949.0,983.7,480.3,505.5,0.92,85,car,1.0
279,860.8,899.5,489.7,519.2,0.91,85,car,1.0
279,296.5,390.7,480.8,679.7,0.9,85,person,1.0
279,998.7,1046.2,465.6,517.3,0.92,85,car,0.98
279,1054.6,1078.3,464.6,492.4,0.8,85,car,1.0
279,204.3,479.1,501.3,677.9,0.99,85,car,0.53
280,682.7,887.1,490.4,609.6,1.0,85,car,1.0
280,230.6,517.7,529.0,703.0,0.97,85,motorbike,0.99
280,949.7,983.9,480.4,507.8,0.95,86,car,1.0
280,997.7,1044.7,467.5,517.6,0.95,86,car,0.99
280,1084.3,1150.5,451.3,512.8,0.95,87,car,0.98
280,860.3,899.7,487.4,516.3,0.87,87,car,1.0
280,1056.6,1079.2,464.0,490.2,0.82,87,car,1.0
280,320.5,416.8,486.1,678.1,0.81,87,person,1.0
281,688.6,892.6,492.7,607.9,1.0,87,car,1.0
281,338.8,490.1,488.3,677.2,0.98,87,person,1.0
281,299.8,540.0,561.9,704.7,1.0,88,motorbike,0.96
281,996.9,1044.6,468.7,517.4,0.95,88,car,0.99
281,1083.0,1151.2,451.3,510.3,0.94,89,car,0.99
281,949.5,983.2,482.4,508.5,0.91,89,car,1.0
281,861.3,898.0,488.2,514.4,0.84,89,car,1.0
282,692.3,892.1,492.8,606.1,1.0,89,car,1.0
282,305.4,569.6,548.6,708.3,0.98,89,motorbike,0.99
282,369.4,473.6,486.1,678.6,0.93,89,person,1.0
282,1083.9,1150.6,451.3,512.5,0.94,89,car,0.99
282,996.0,1043.1,466.5,518.6,0.93,89,car,0.94
282,932.8,966.5,483.4,509.3,0.87,89,car,1.0
282,952.2,982.9,482.1,507.7,0.81,89,car,1.0
283,695.9,888.6,486.5,601.3,1.0,89,car,1.0
283,399.0,515.5,484.0,682.6,0.99,89,person,1.0
283,318.8,599.6,550.4,709.4,1.0,89,motorbike,0.99
283,1083.3,1151.0,450.5,514.5,0.94,89,car,0.99
283,994.6,1040.8,465.4,519.1,0.95,89,car,0.97
283,201.0,424.9,499.5,638.9,0.89,89,car,0.99
283,949.1,980.2,481.3,507.3,0.8,89,car,1.0
284,703.4,887.3,485.2,601.3,1.0,89,car,1.0
284,377.8,609.6,551.9,703.0,0.99,89,motorbike,1.0
284,418.7,535.2,470.3,672.2,0.97,89,person,1.0
284,206.7,441.6,495.2,646.4,0.96,89,car,0.99
284,1081.4,1148.7,450.8,514.6,0.92,89,car,0.99
284,993.8,1041.5,465.1,518.2,0.95,89,car,0.95
284,931.4,968.5,483.7,507.7,0.83,89,car,1.0
284,1039.3,1067.2,464.7,494.5,0.81,89,car,1.0
285,717.0,900.1,487.1,596.3,1.0,89,car,1.0
285,399.1,636.4,535.2,714.0,1.0,89,motorbike,1.0
285,217.1,467.9,498.0,645.2,0.99,89,car,1.0
285,448.3,558.3,454.8,665.9,0.98,89,person,1.0
285,1079.7,1149.9,453.2,515.0,0.95,89,car,0.99
285,930.0,972.1,482.6,510.4,0.92,89,car,1.0
285,988.7,1040.7,465.2,520.2,0.96,89,car,0.96
285,1038.0,1066.5,466.7,505.6,0.83,89,car,1.0
286,719.6,903.7,485.8,594.8,1.0,89,car,1.0
286,409.0,665.1,540.1,713.7,1.0,89,motorbike,1.0
286,214.8,484.4,494.6,658.0,0.99,89,car,1.0
286,468.7,573.6,485.5,660.4,0.96,89,person,1.0
286,1080.6,1148.9,451.6,515.3,0.96,89,car,0.99
286,1038.1,1066.2,467.7,505.6,0.94,89,car,1.0
286,928.1,968.7,483.0,509.2,0.93,90,car,1.0
286,992.6,1038.9,466.4,519.3,0.94,90,car,0.95
287,728.4,904.8,483.8,595.1,1.0,90,car,1.0
287,212.9,494.9,496.2,651.9,1.0,90,car,1.0
287,428.5,678.5,537.0,713.7,1.0,90,motorbike,1.0
287,497.2,614.8,480.3,673.1,0.99,90,person,1.0
287,1077.2,1146.7,452.1,516.5,0.97,91,car,0.99
287,985.9,1040.2,465.2,520.0,0.98,91,car,0.95
287,927.9,965.5,484.0,509.5,0.94,91,car,1.0
287,1037.3,1069.7,467.7,507.9,0.88,91,car,1.0
288,217.4,545.5,495.4,649.1,1.0,91,car,1.0
288,737.8,907.6,484.1,596.0,1.0,91,car,1.0
288,461.5,689.9,545.2,705.7,1.0,91,motorbike,1.0
288,931.4,967.5,484.5,511.5,0.96,91,car,1.0
288,1076.2,1145.0,451.6,517.6,0.96,91,car,0.98
288,982.6,1038.1,464.4,521.7,0.98,91,car,0.95
288,1036.3,1064.9,470.0,504.7,0.92,91,car,1.0
288,513.1,619.3,492.0,656.2,0.89,91,person,1.0
289,751.3,913.4,482.6,593.7,1.0,91,car,1.0
289,234.1,548.3,499.3,645.1,0.99,91,car,1.0
289,486.4,698.8,552.5,699.3,1.0,91,motorbike,0.99
289,1032.2,1061.5,469.0,506.5,0.95,91,car,1.0
289,1072.0,1141.3,454.2,520.5,0.94,91,car,0.99
289,536.7,679.4,499.7,669.1,0.92,91,person,1.0
289,982.4,1041.5,463.9,522.4,0.98,92,car,0.91
289,903.0,951.2,489.2,516.2,0.83,93,car,1.0
289,926.0,961.0,484.2,510.9,0.82,93,car,1.0
290,235.0,539.0,499.0,652.4,1.0,93,car,1.0
290,516.7,720.1,527.0,686.7,1.0,93,motorbike,1.0
290,752.6,914.8,483.5,593.7,1.0,93,car,0.99
290,1073.7,1142.3,455.3,521.0,0.98,93,car,0.99
290,556.8,664.1,493.6,663.6,0.97,93,person,1.0
290,981.2,1040.8,466.8,522.0,0.96,93,car,0.97
290,1029.9,1060.3,471.7,505.4,0.93,93,car,1.0
290,900.0,948.5,488.2,516.7,0.91,94,car,1.0
291,246.6,556.4,496.9,652.7,1.0,94,car,1.0
291,534.2,741.3,523.6,685.2,0.98,94,motorbike,1.0
291,1028.3,1057.9,471.1,505.2,0.98,94,car,1.0
291,977.4,1033.7,471.1,523.3,0.99,94,car,0.98
291,755.7,913.0,483.6,591.3,1.0,94,car,0.96
291,1072.1,1140.5,455.3,519.6,0.95,95,car,0.99
291,594.2,700.9,480.5,665.5,0.89,95,person,1.0
291,903.3,944.0,488.4,515.2,0.84,95,car,1.0
292,267.0,570.3,498.1,649.2,1.0,95,car,1.0
292,594.4,731.0,469.6,661.3,1.0,95,person,1.0
292,757.6,909.9,481.7,591.3,1.0,95,car,0.99
292,564.4,757.7,547.8,690.4,0.99,95,motorbike,0.99
292,974.8,1040.1,468.8,522.9,0.99,95,car,0.98
292,1071.6,1139.6,458.0,519.5,0.97,95,car,0.99
292,1027.8,1059.7,472.0,505.7,0.92,95,car,1.0
292,903.6,947.9,487.8,518.0,0.92,95,car,1.0
293,277.2,591.8,499.1,651.5,1.0,95,car,1.0
293,757.9,909.1,480.3,591.4,1.0,95,car,0.99
293,577.4,763.7,523.2,681.5,0.99,95,motorbike,0.99
293,1071.7,1140.0,455.6,520.7,0.99,95,car,0.99
293,609.2,719.8,453.3,662.2,0.98,95,person,1.0
293,903.1,948.3,486.5,518.5,0.95,95,car,1.0
293,971.9,1035.3,468.7,524.9,0.98,96,car,0.97
293,1025.9,1056.0,472.7,507.0,0.95,96,car,1.0
294,269.5,594.8,499.7,649.8,1.0,96,car,1.0
294,593.5,785.2,520.9,683.6,0.99,96,motorbike,1.0
294,1067.8,1136.9,459.2,521.6,0.99,96,car,0.99
294,759.6,905.0,482.2,586.2,1.0,96,car,0.97
294,631.1,744.0,465.7,652.3,0.95,96,person,1.0
294,901.2,945.1,488.5,517.8,0.94,96,car,1.0
294,971.5,1026.6,468.2,524.8,0.98,97,car,0.95
295,282.7,601.2,501.4,653.5,1.0,97,car,1.0
